OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,WindSpeed,SeaLevelPressure,HourlyPrecip
LAX,7,12,22,5,UA,ORD,6,29,0
AUS,7,11,6,4,WN,HOU,0,29,0
SAT,7,14,19,7,UA,IAH,18,29,0
ORD,7,29,12,1,US,CLT,6,30,0
RDU,7,30,7,2,US,CLT,3,30,0
BWI,7,29,9,1,WN,LAX,9,30,0
BOS,7,10,14,3,B6,MCO,17,29,0
MSY,7,22,14,1,AA,DFW,10,30,0
DTW,7,27,15,6,9E,IND,13,29,0
RDU,7,9,14,2,EV,DTW,7,30,0
BWI,7,19,7,5,WN,SAT,5,29,0
SNA,7,23,16,2,AA,DFW,9,29,0
MCO,7,6,12,6,WN,PIT,14,30,0
PHX,7,11,8,4,WN,LAS,13,29,0
BOS,7,15,5,1,WN,MDW,6,30,0
LAX,7,16,12,2,AA,BOS,11,29,0
PIT,7,11,11,4,B6,BOS,8,30,0
DTW,7,23,7,2,DL,BWI,8,29,0
SLC,7,9,13,2,WN,LAX,6,29,0
MCO,7,16,16,2,WN,AUS,10,29,0
BOS,7,25,9,4,B6,MCO,14,30,0
EWR,7,22,21,1,UA,IAH,6,29,0
PHL,7,9,16,2,US,BOS,15,30,0
MCO,7,12,7,5,UA,IAH,3,29,0
BNA,7,29,15,1,WN,SAN,6,30,0
PIT,7,5,13,5,AA,DFW,11,30,0
AUS,7,3,16,3,AA,DFW,0,29,0
SEA,7,17,6,3,VX,SFO,11,30,0
SEA,7,19,6,5,OO,SFO,3,30,0
CMH,7,23,16,2,EV,CLE,15,29,0
HNL,7,2,11,2,AS,PDX,11,30,0
DTW,7,7,19,7,DL,ATL,11,29,0
ATL,7,19,10,5,DL,SLC,6,30,0
OKC,7,14,19,7,MQ,DFW,0,29,0
LGA,7,25,20,4,MQ,RDU,10,30,0
RSW,7,19,17,5,FL,BWI,9,29,0
LAS,7,7,5,7,WN,BWI,6,29,0
ATL,7,24,10,3,DL,MEM,9,29,0
LAS,7,22,9,1,WN,MSY,9,29,0
SMF,7,24,13,3,UA,DEN,6,29,0
STL,7,24,20,3,WN,OMA,8,29,0
IAH,7,29,13,1,UA,PHL,9,30,0
LGA,7,3,17,3,MQ,RDU,10,30,0
SFO,7,13,7,6,WN,LAX,7,29,0
SFO,7,18,18,4,AS,SEA,20,29,0
LAS,7,16,15,2,DL,LAX,16,29,0
RDU,7,2,18,2,WN,MDW,7,30,0
LGA,7,4,7,4,AA,ORD,9,30,0
MIA,7,8,12,1,DL,ATL,11,30,0
SAT,7,28,20,7,OO,LAX,17,29,0
SEA,7,7,7,7,AA,JFK,7,29,0
CMH,7,23,7,2,DL,ATL,0,29,0
IAD,7,14,6,7,EV,EWR,3,29,0
BWI,7,28,17,7,UA,ORD,6,29,0
RDU,7,29,15,1,9E,BWI,0,30,0
MSP,7,21,19,7,9E,CLE,13,29,0
MKE,7,21,20,7,WN,BOS,3,29,0
SLC,7,21,15,7,OO,ONT,6,29,0
ATL,7,22,13,1,DL,HOU,9,29,0
SAN,7,12,18,5,DL,SLC,5,29,0
ORD,7,2,21,2,EV,BNA,10,30,0
LGA,7,1,21,1,US,BOS,7,29,0
ORD,7,24,13,3,MQ,IND,11,30,0
SFO,7,13,14,6,UA,AUS,20,29,0
FLL,7,19,8,5,AS,SEA,7,30,0
IAD,7,14,14,7,AA,MIA,7,30,0
CLT,7,2,9,2,US,MCO,11,30,0
EWR,7,22,13,1,UA,ORD,8,29,0
MCO,7,12,14,5,DL,LGA,7,29,0
JAX,7,27,17,6,DL,ATL,11,29,0
CLE,7,24,8,3,DL,ATL,15,29,0
ORD,7,6,10,6,MQ,BNA,5,30,0
JFK,7,9,18,2,US,CLT,14,30,0
MDW,7,12,21,5,WN,BDL,8,30,0
CLE,7,18,16,4,MQ,ORD,11,30,0
LAX,7,16,23,2,VX,EWR,8,29,0
CMH,7,25,18,4,MQ,ORD,7,30,0
BOS,7,7,8,7,B6,LAS,8,30,0
PHX,7,25,12,4,YV,SAT,6,29,0
MDW,7,15,6,1,WN,MCI,0,30,0
ATL,7,30,10,2,EV,EWR,3,30,0
ATL,7,24,16,3,DL,DTW,9,29,0
LGA,7,10,16,3,MQ,RDU,16,29,0
LAS,7,8,15,1,UA,DEN,22,29,0
FLL,7,15,11,1,FL,BWI,7,30,0
AUS,7,14,13,7,WN,ATL,17,29,0
PHX,7,7,13,7,WN,SLC,0,29,0
BUR,7,13,17,6,WN,OAK,8,29,0
STL,7,30,17,2,WN,EWR,8,29,0
CLE,7,29,15,1,UA,ORD,7,30,0
ATL,7,12,15,5,DL,BUF,7,29,0
ATL,7,7,13,7,DL,IAH,5,30,0
SFO,7,10,7,3,VX,JFK,5,29,0
STL,7,24,9,3,YV,CLT,8,29,0
JAX,7,22,5,1,DL,ATL,6,30,0
PDX,7,7,13,7,UA,SFO,5,29,0
HNL,7,30,20,2,UA,EWR,14,30,0
LAS,7,23,8,2,OO,DEN,0,29,0
IAH,7,3,17,3,UA,LAX,15,29,0
ATL,7,24,9,3,DL,LAX,9,29,0
RDU,7,2,11,2,US,CLT,11,29,0
SJC,7,28,17,7,OO,DEN,11,29,0
ORD,7,7,19,7,EV,MSY,7,29,0
MCO,7,26,12,5,US,DCA,6,30,0
OAK,7,13,17,6,WN,LAS,17,29,0
SJU,7,6,9,6,DL,ATL,14,30,0
SAN,7,4,22,4,AS,MCO,6,29,0
EWR,7,24,16,3,EV,ATL,11,29,0
ATL,7,29,8,1,DL,SJU,3,30,0
ORD,7,19,21,5,UA,IAD,38,29,0
TPA,7,28,17,7,FL,BWI,3,29,0
OAK,7,9,6,2,WN,ONT,3,30,0
LAX,7,19,16,5,AA,STL,11,29,0
STL,7,2,16,2,FL,MCO,7,30,0
LAX,7,5,10,5,UA,OGG,8,29,0
EWR,7,14,6,7,UA,PBI,6,29,0
BWI,7,12,8,5,WN,CLT,9,29,0
EWR,7,1,17,1,UA,MCO,8,29,0
ORF,7,17,12,3,9E,DTW,9,30,0
JFK,7,18,6,4,B6,SJU,6,30,0
PHL,7,4,9,4,9E,DTW,10,29,0
LGA,7,13,6,6,B6,FLL,8,30,0
SFO,7,25,14,4,UA,EWR,21,29,0
STL,7,14,12,7,WN,PHX,8,30,0
IAD,7,22,19,1,UA,TPA,6,29,0
EWR,7,17,16,3,EV,RDU,9,30,0
BWI,7,18,7,4,UA,ORD,3,30,0
ABQ,7,30,6,2,AA,DFW,3,30,0
ATL,7,17,8,3,EV,DAL,6,30,0
SAN,7,24,12,3,US,PHX,11,29,0
IAD,7,31,12,3,DL,ATL,0,30,0
MCO,7,10,10,3,UA,DEN,3,30,0
JFK,7,24,10,3,DL,SLC,13,29,0
RIC,7,31,6,3,DL,ATL,3,30,0
MIA,7,7,15,7,AA,DFW,18,30,0
ORF,7,11,15,4,YV,IAD,7,29,0
IAD,7,24,14,3,UA,BOS,13,29,0
PHX,7,24,17,3,WN,DTW,8,29,0
BOS,7,28,15,7,B6,PHL,14,29,0
SEA,7,22,9,1,DL,JFK,8,29,0
IAH,7,27,9,6,UA,SEA,11,29,0
ANC,7,1,15,1,AS,SEA,10,29,0
LAX,7,18,18,4,WN,MKE,13,29,0
ATL,7,9,7,2,DL,FLL,6,29,0
RDU,7,17,14,3,DL,ATL,6,30,0
SLC,7,27,17,6,9E,DFW,0,29,0
ATL,7,21,19,7,WN,MDW,7,29,0
OKC,7,17,17,3,WN,STL,0,30,0
DTW,7,27,8,6,AA,DFW,9,29,0
MEM,7,9,14,2,9E,CLT,9,30,0
MSP,7,11,17,4,DL,MCI,15,30,0
OKC,7,14,11,7,WN,DAL,7,29,0
MSY,7,19,11,5,DL,LGA,9,30,0
LGA,7,16,6,2,UA,IAH,9,30,0
PDX,7,8,7,1,AS,SNA,6,30,0
ORD,7,29,9,1,UA,ANC,9,30,0
PHX,7,17,6,3,WN,BWI,10,29,0
SAN,7,8,8,1,DL,MSP,7,29,0
JFK,7,12,8,5,UA,SFO,14,30,0
OMA,7,25,5,4,EV,IAH,8,30,0
MIA,7,10,12,3,AA,LGA,6,30,0
PHL,7,24,12,3,MQ,ORD,8,29,0
LGB,7,3,7,3,B6,SEA,5,29,0
CLT,7,22,22,1,US,PBI,8,29,0
CLT,7,16,9,2,US,IAH,6,30,0
SJC,7,28,6,7,DL,SLC,11,29,0
ATL,7,21,19,7,EV,IAH,7,29,0
SEA,7,21,12,7,AS,SAN,5,29,0
SFO,7,12,16,5,OO,SLC,18,29,0
BOS,7,8,5,1,FL,ATL,6,29,0
RIC,7,15,10,1,EV,LGA,6,30,0
IAH,7,11,14,4,AA,DFW,7,29,0
AUS,7,4,6,4,WN,BNA,0,29,0
SNA,7,7,15,7,F9,DEN,5,29,0
RDU,7,26,17,5,US,CLT,7,30,0
SLC,7,14,17,7,AA,DFW,9,29,0
BWI,7,25,6,4,AA,DFW,8,29,0
PHX,7,30,10,2,DL,ATL,6,29,0
RSW,7,13,14,6,US,PHL,13,29,0
SEA,7,28,6,7,AS,ANC,7,30,0
HNL,7,9,10,2,HA,OGG,18,30,0
FLL,7,23,17,2,B6,JFK,14,29,0
BWI,7,23,20,2,WN,MCO,6,29,0
ATL,7,30,21,2,DL,SFO,5,30,0
SLC,7,31,11,3,DL,OAK,16,29,0
MSP,7,24,21,3,DL,LAX,5,29,0
CMH,7,5,7,5,WN,BNA,3,30,0
JFK,7,26,11,5,B6,IAD,8,30,0
HOU,7,21,17,7,WN,BNA,8,29,0
MKE,7,11,12,4,DL,MSP,13,30,0
DCA,7,27,10,6,MQ,JFK,11,30,0
AUS,7,29,10,1,YV,IAD,13,29,0
SFO,7,21,18,7,OO,BUR,16,29,0
BOS,7,22,8,1,B6,IAD,6,30,0
LGB,7,31,10,3,OO,SEA,3,30,0
ORD,7,18,7,4,EV,IND,3,30,0
BDL,7,9,7,2,DL,ATL,0,30,0
PIT,7,2,13,2,US,CLT,5,30,0
LAS,7,19,9,5,AS,PDX,3,29,0
ATL,7,14,14,7,DL,SDF,13,29,0
BOS,7,18,18,4,WN,STL,11,29,0
SAN,7,4,8,4,OO,LAX,3,29,0
ORD,7,23,17,2,UA,IAH,21,29,0
MSP,7,7,13,7,DL,MCI,7,29,0
BOS,7,7,12,7,US,DCA,10,29,0
LAX,7,7,18,7,HA,HNL,15,29,0
MSY,7,16,6,2,WN,DEN,7,30,0
SLC,7,7,15,7,DL,LAX,5,29,0
JAX,7,28,10,7,WN,FLL,0,30,0
SAT,7,20,7,6,MQ,ORD,7,29,0
LAX,7,3,10,3,AA,ORD,0,29,0
IAH,7,7,10,7,OO,AUS,10,29,0
JFK,7,13,7,6,DL,SEA,6,30,0
PDX,7,26,6,5,OO,ONT,6,30,0
PHX,7,18,7,4,YV,OAK,9,29,0
MCO,7,11,5,4,DL,ATL,3,30,0
HNL,7,20,13,6,HA,OGG,13,30,0
MCO,7,27,7,6,AS,SEA,0,30,0
TPA,7,25,10,4,WN,MCI,10,30,0
LGA,7,4,10,4,MQ,DTW,8,30,0
PVD,7,19,7,5,B6,MCO,10,29,0
MDW,7,29,15,1,WN,PHX,9,30,0
LGA,7,19,6,5,B6,FLL,8,29,0
ORD,7,16,21,2,MQ,CLE,6,30,0
DTW,7,21,13,7,DL,MIA,0,29,0
BWI,7,24,17,3,WN,PIT,9,29,0
FLL,7,4,10,4,DL,LGA,18,30,0
SLC,7,2,8,2,OO,DEN,0,29,0
SFO,7,15,20,1,UA,SAN,11,29,0
SEA,7,28,6,7,F9,DEN,7,29,0
PHX,7,6,16,6,WN,HOU,10,29,0
DTW,7,5,13,5,DL,ATL,0,30,0
EWR,7,29,10,1,UA,BOS,5,30,0
SEA,7,30,18,2,DL,MSP,5,30,0
SAT,7,29,12,1,AA,DFW,14,29,0
TPA,7,16,16,2,WN,LAS,6,29,0
MDW,7,29,18,1,WN,LAS,10,30,0
MDW,7,8,9,1,WN,LGA,10,29,0
BWI,7,31,12,3,WN,JAX,7,30,0
MDW,7,12,18,5,WN,OMA,9,30,0
TPA,7,22,17,1,WN,MDW,10,30,0
MCO,7,19,8,5,AA,ORD,3,30,0
BWI,7,28,9,7,FL,RSW,7,29,0
LAX,7,25,8,4,UA,HNL,6,29,0
SJC,7,14,21,7,WN,PDX,9,29,0
IAD,7,1,17,1,UA,BOS,13,29,0
MSY,7,23,19,2,WN,TPA,9,29,0
LGA,7,8,16,1,MQ,ATL,11,29,0
CLT,7,26,16,5,US,PHL,7,30,0
DTW,7,14,12,7,9E,CVG,3,30,0
SFO,7,21,22,7,B6,BOS,7,29,0
MSP,7,18,8,4,DL,DTW,11,30,0
IAD,7,15,11,1,WN,MDW,6,30,0
LAX,7,2,8,2,AA,DFW,6,29,0
JFK,7,4,17,4,B6,RDU,15,30,0
MIA,7,18,15,4,DL,JFK,6,30,0
SMF,7,21,14,7,OO,SFO,7,29,0
SMF,7,26,11,5,WN,BUR,7,30,0
SFO,7,15,11,1,OO,SLC,13,29,0
SLC,7,8,10,1,DL,MCO,8,29,0
EWR,7,3,14,3,UA,SAN,8,30,0
MDW,7,21,8,7,WN,SNA,8,29,0
DCA,7,3,15,3,US,MCO,15,30,0
ATL,7,11,13,4,FL,IND,0,29,0
DTW,7,27,17,6,EV,IAH,11,29,0
ATL,7,21,22,7,FL,MCO,0,30,0
OGG,7,7,12,7,HA,OAK,20,29,0
CLT,7,31,9,3,YV,CVG,3,30,0
IAH,7,23,10,2,AA,MIA,14,30,0
CLE,7,10,6,3,UA,IAH,10,29,0
DAL,7,9,6,2,WN,MCI,10,30,0
SLC,7,2,16,2,WN,SEA,13,29,0
SAT,7,10,13,3,WN,TPA,3,30,0
LGA,7,20,8,6,DL,TPA,9,29,0
BNA,7,5,10,5,MQ,LGA,11,29,0
CLT,7,25,22,4,YV,CVG,6,30,0
RDU,7,25,10,4,WN,HOU,8,29,0
MCO,7,27,12,6,US,DCA,3,29,0
PDX,7,30,23,2,UA,CLE,6,30,0
PHX,7,15,15,1,AS,SEA,9,29,0
LAX,7,24,9,3,VX,DFW,5,29,0
BWI,7,15,15,1,WN,BNA,5,30,0
MCO,7,21,14,7,UA,ORD,7,30,0
MSY,7,5,10,5,WN,MKE,8,30,0
DTW,7,3,18,3,FL,ATL,6,30,0
EWR,7,13,11,6,UA,IAH,5,29,0
DTW,7,29,10,1,EV,EWR,11,29,0
CLT,7,24,19,3,B6,JFK,14,29,0
DTW,7,26,15,5,DL,LAX,8,29,0
PHL,7,29,15,1,US,MCO,9,30,0
SNA,7,9,7,2,AS,SEA,0,29,0
CLT,7,29,9,1,US,RSW,8,30,0
ATL,7,17,20,3,DL,HOU,11,30,0
EWR,7,4,15,4,EV,MSP,14,30,0
BOS,7,15,18,1,B6,DFW,7,30,0
MDW,7,8,12,1,WN,BNA,13,29,0
LAX,7,17,22,3,B6,FLL,9,29,0
MSP,7,19,7,5,DL,LGA,14,29,0
ATL,7,6,15,6,DL,EWR,9,30,0
HNL,7,2,20,2,AA,DFW,3,29,0
MCO,7,10,7,3,DL,SLC,3,30,0
SEA,7,8,9,1,WN,SJC,7,30,0
MDW,7,7,21,7,WN,LAX,8,29,0
SLC,7,19,7,5,WN,DEN,5,29,0
SFO,7,16,12,2,OO,AUS,11,30,0
SEA,7,11,16,4,F9,DEN,6,30,0
ATL,7,26,16,5,DL,ORF,10,29,0
IND,7,15,6,1,WN,DEN,7,30,0
DTW,7,5,7,5,WN,MDW,3,29,0
DCA,7,21,12,7,WN,STL,5,29,0
EWR,7,28,12,7,UA,SNA,10,29,0
MSP,7,16,9,2,DL,LAS,8,30,0
HOU,7,20,13,6,WN,LAX,7,29,0
CLE,7,22,18,1,EV,SDF,0,29,0
ORD,7,31,11,3,YV,ORF,5,30,0
IAH,7,31,15,3,9E,CVG,0,29,0
MSP,7,29,9,1,EV,OMA,6,30,0
SJU,7,11,6,4,B6,JFK,5,30,0
SEA,7,16,9,2,OO,PDX,10,29,0
LAS,7,11,7,4,WN,SEA,5,29,0
ABQ,7,26,20,5,WN,HOU,21,29,0
DCA,7,14,14,7,EV,CLE,7,30,0
JAX,7,31,19,3,WN,BNA,3,30,0
PHL,7,28,18,7,DL,ATL,22,29,0
DTW,7,7,6,7,US,CLT,8,30,0
ORD,7,21,21,7,MQ,CVG,9,29,0
CLT,7,5,7,5,US,FLL,8,30,0
RDU,7,21,19,7,WN,BWI,7,29,0
SLC,7,9,22,2,OO,ABQ,7,29,0
LGB,7,1,21,1,B6,BOS,5,29,0
LAX,7,16,14,2,WN,SFO,15,29,0
SAN,7,12,7,5,UA,EWR,0,29,0
ATL,7,3,10,3,DL,LGA,9,29,0
PHL,7,18,11,4,DL,ATL,6,30,0
ATL,7,3,10,3,FL,LAX,7,29,0
PDX,7,22,23,1,UA,IAH,7,29,0
HNL,7,8,11,1,DL,LAX,9,29,0
SEA,7,19,12,5,AS,ANC,3,29,0
PHL,7,3,12,3,WN,PHX,10,29,0
IAD,7,22,16,1,UA,DEN,13,29,0
RDU,7,26,10,5,WN,HOU,5,30,0
BWI,7,1,13,1,WN,MKE,5,29,0
MIA,7,27,6,6,US,PHL,3,29,0
MCO,7,18,13,4,FL,STL,10,30,0
MIA,7,25,20,4,AA,PHX,11,30,0
DTW,7,31,11,3,FL,ATL,3,30,0
PHX,7,23,13,2,WN,AUS,9,29,0
PHX,7,10,18,3,US,DTW,16,29,0
PHX,7,15,7,1,WN,SFO,9,29,0
SMF,7,4,11,4,WN,PDX,11,29,0
SJU,7,19,18,5,B6,JFK,14,30,0
ORD,7,8,15,1,UA,IAH,14,29,0
LAX,7,14,5,7,UA,DEN,0,29,0
SFO,7,4,13,4,OO,BUR,14,29,0
LAX,7,13,18,6,DL,LAS,15,29,0
MCO,7,28,18,7,US,DCA,3,29,0
PHX,7,2,16,2,US,LAS,14,29,0
BDL,7,9,19,2,US,CLT,0,30,0
MIA,7,11,11,4,AA,TPA,11,30,0
OAK,7,6,20,6,WN,SNA,8,29,0
PHX,7,12,7,5,WN,DEN,6,29,0
DTW,7,24,17,3,DL,DCA,10,30,0
MKE,7,27,9,6,FL,DCA,7,29,0
ORD,7,19,12,5,UA,PDX,20,29,0
LAX,7,4,6,4,WN,MDW,0,29,0
PIT,7,10,14,3,MQ,ORD,9,29,0
PIT,7,22,17,1,WN,MCO,11,29,1
LAX,7,26,23,5,OO,SAN,3,30,0
ATL,7,13,13,6,MQ,LGA,11,29,0
ATL,7,13,21,6,FL,MSY,14,29,0
MDW,7,27,7,6,WN,HOU,10,29,0
BUR,7,25,15,4,WN,LAS,13,29,0
DAL,7,27,5,6,EV,IAH,10,29,0
CLT,7,14,7,7,US,FLL,13,29,0
SEA,7,26,10,5,AS,OGG,3,30,0
PDX,7,26,7,5,AS,BOS,0,30,0
SFO,7,12,6,5,DL,SLC,0,29,0
MCO,7,26,10,5,WN,MDW,5,29,0
BNA,7,13,17,6,DL,ATL,3,29,0
ABQ,7,31,19,3,EV,DEN,9,29,0
AUS,7,25,18,4,WN,DAL,9,29,0
SAT,7,3,6,3,WN,DAL,0,29,0
AUS,7,28,13,7,WN,PHX,5,29,0
SAT,7,15,11,1,YV,IAD,9,29,0
OGG,7,31,10,3,HA,HNL,22,30,0
SAN,7,8,17,1,WN,RNO,9,29,0
DAL,7,31,6,3,WN,AUS,7,30,0
RDU,7,21,14,7,EV,CLE,9,29,0
SFO,7,8,11,1,UA,DEN,8,29,0
SLC,7,26,16,5,MQ,ORD,8,29,0
PHL,7,29,6,1,WN,MCO,3,29,0
CLE,7,9,11,2,DL,ATL,10,30,0
ATL,7,21,17,7,WN,AUS,6,29,0
SAN,7,17,21,3,UA,EWR,7,30,0
PHL,7,15,13,1,9E,CVG,8,30,0
LGA,7,30,6,2,WN,MDW,6,30,0
ATL,7,11,17,4,EV,SDF,5,29,0
IAD,7,31,12,3,UA,MCO,0,30,0
SAN,7,31,6,3,OO,LAX,3,30,0
CLE,7,20,13,6,MQ,LGA,14,29,0
OKC,7,11,16,4,OO,MSP,15,29,0
MCO,7,29,9,1,AA,LAX,0,30,0
PHL,7,1,6,1,UA,SFO,9,29,0
MDW,7,19,21,5,WN,LAS,11,29,0
DTW,7,3,15,3,EV,OKC,10,30,0
DTW,7,17,21,3,EV,PVD,0,30,0
AUS,7,26,8,5,WN,ATL,9,30,0
BOS,7,20,8,6,9E,ORF,13,29,0
LAX,7,28,15,7,UA,EWR,13,29,0
PHL,7,22,9,1,US,BOS,3,29,0
SNA,7,16,8,2,UA,ORD,3,29,0
BOS,7,16,20,2,B6,JAX,5,30,0
STL,7,14,6,7,DL,MSP,5,30,0
BWI,7,2,7,2,DL,SLC,3,30,0
DCA,7,21,20,7,DL,ATL,8,29,0
SEA,7,6,8,6,AS,PHL,3,29,0
RDU,7,3,14,3,US,CLT,11,30,0
BUR,7,5,9,5,OO,PDX,5,29,0
SEA,7,6,16,6,AS,OAK,11,29,0
MDW,7,29,7,1,WN,BOS,8,30,0
ORF,7,25,7,4,EV,ORD,15,29,0
LAX,7,1,21,1,MQ,DEN,7,29,0
BWI,7,15,8,1,WN,DTW,6,30,0
ORD,7,4,15,4,UA,SEA,13,30,0
OAK,7,10,20,3,WN,SAN,13,29,0
SFO,7,9,12,2,UA,SAN,16,30,0
JAX,7,20,18,6,AA,DFW,3,30,0
SMF,7,20,10,6,WN,BUR,6,29,0
LAX,7,13,11,6,UA,HNL,9,29,0
CLE,7,29,20,1,UA,SFO,5,30,0
IND,7,30,6,2,F9,DEN,5,30,0
SLC,7,17,20,3,US,PHX,10,29,0
ATL,7,29,13,1,DL,MCI,7,30,0
TPA,7,17,7,3,WN,RDU,3,29,0
MEM,7,14,7,7,AA,DFW,9,30,0
MCO,7,15,14,1,DL,ATL,8,30,0
PDX,7,15,16,1,AS,SNA,14,29,0
ATL,7,15,10,1,DL,DTW,11,30,0
CLT,7,30,7,2,US,SAN,8,30,0
IAD,7,2,16,2,UA,BOS,9,30,0
AUS,7,15,6,1,UA,SFO,8,29,0
SAN,7,21,7,7,WN,STL,5,29,0
ANC,7,1,1,1,AS,PDX,13,29,0
SAT,7,21,6,7,YV,PHX,7,29,0
MCO,7,28,18,7,UA,IAD,0,30,0
LGA,7,18,10,4,B6,FLL,10,30,0
ATL,7,25,11,4,DL,MIA,6,29,0
SEA,7,20,11,6,US,PHX,5,30,0
RIC,7,3,7,3,9E,CVG,7,29,0
SFO,7,16,20,2,WN,SAN,10,30,0
DTW,7,25,13,4,EV,SAT,3,30,0
LAS,7,3,17,3,WN,TUS,10,29,0
SEA,7,14,13,7,AS,SFO,7,30,0
ORD,7,10,8,3,EV,CLT,14,29,0
LAX,7,6,22,6,DL,ATL,6,29,0
RSW,7,4,15,4,US,CLT,7,30,0
DAL,7,23,15,2,WN,HOU,8,29,0
ATL,7,6,15,6,DL,BNA,9,30,0
PHL,7,9,18,2,US,MCO,13,30,0
LAX,7,30,9,2,DL,LAS,6,30,0
IAH,7,5,9,5,UA,RNO,3,29,0
EWR,7,1,17,1,EV,BUF,8,29,0
LGA,7,22,16,1,WN,MDW,14,29,0
PBI,7,7,5,7,DL,ATL,14,30,0
PIT,7,25,6,4,FL,MCO,5,30,0
HOU,7,21,12,7,MQ,DFW,8,30,0
EWR,7,14,18,7,WN,MDW,14,30,0
SAT,7,12,14,5,AA,DFW,8,29,0
JFK,7,4,8,4,AA,MIA,9,29,0
TPA,7,20,8,6,AA,ORD,6,30,0
MSY,7,25,7,4,MQ,ORD,8,29,0
PHX,7,4,10,4,WN,ONT,7,29,0
BWI,7,14,5,7,UA,ORD,0,29,0
JFK,7,3,17,3,UA,LAX,18,30,0
TUS,7,21,18,7,WN,LAS,10,29,0
EWR,7,18,17,4,WN,HOU,5,29,0
TUS,7,10,5,3,OO,LAX,6,29,0
EWR,7,6,8,6,B6,RSW,9,30,0
CLE,7,2,6,2,MQ,MIA,6,29,0
ATL,7,27,15,6,MQ,LGA,8,29,0
SEA,7,21,6,7,WN,ATL,6,29,0
LGA,7,9,19,2,DL,PIT,9,29,0
MEM,7,31,8,3,9E,STL,3,30,0
BOS,7,26,7,5,US,PHL,15,29,0
ATL,7,16,19,2,US,CLT,7,30,0
STL,7,29,16,1,US,CLT,5,30,0
SLC,7,27,21,6,DL,SAN,5,29,0
PHL,7,12,17,5,US,SAN,13,29,0
MEM,7,26,9,5,OO,IAH,5,30,0
SEA,7,10,9,3,AS,EWR,8,30,0
MIA,7,26,12,5,AA,DTW,8,30,0
LAX,7,1,7,1,DL,SLC,6,29,0
JFK,7,28,14,7,B6,JAX,15,29,0
JFK,7,29,18,1,9E,DTW,18,30,0
MCO,7,2,19,2,AA,DFW,6,30,0
SAN,7,23,12,2,WN,ABQ,11,29,0
PBI,7,8,5,1,DL,ATL,8,30,0
PHX,7,14,20,7,US,SAN,18,29,0
DCA,7,15,11,1,9E,MEM,3,30,0
SNA,7,3,15,3,AS,SEA,9,29,0
MDW,7,8,19,1,WN,PHX,10,29,0
JFK,7,22,16,1,DL,PDX,10,29,0
TPA,7,6,11,6,WN,SDF,8,30,0
DTW,7,15,14,1,DL,FLL,6,30,0
MDW,7,2,14,2,WN,TPA,15,29,0
ATL,7,6,17,6,DL,JAX,3,30,0
RNO,7,12,10,5,WN,PHX,3,29,0
OKC,7,28,6,7,AA,DFW,8,29,0
CLE,7,8,15,1,UA,MCO,14,30,0
SAN,7,6,12,6,B6,JFK,9,29,0
LAS,7,19,10,5,UA,SFO,3,29,0
IAH,7,30,14,2,EV,SLC,15,30,0
HNL,7,28,22,7,UA,LAX,10,29,0
CMH,7,7,9,7,MQ,ORD,6,30,0
IAD,7,3,15,3,UA,SEA,8,30,0
HOU,7,17,12,3,WN,OKC,7,29,0
RDU,7,29,14,1,EV,DTW,0,30,0
PHL,7,4,14,4,US,LAX,17,30,0
ATL,7,28,13,7,DL,MCO,0,29,0
ORD,7,28,20,7,MQ,CMH,6,29,0
BWI,7,31,6,3,WN,ATL,0,30,0
ATL,7,9,7,2,DL,BWI,6,29,0
LGA,7,12,6,5,US,PHL,7,29,0
SMF,7,3,15,3,OO,LAX,6,29,0
SAT,7,13,18,6,AA,DFW,6,29,0
CLE,7,17,7,3,UA,EWR,6,30,0
ORF,7,7,16,7,WN,MDW,15,30,0
STL,7,5,6,5,WN,MDW,3,30,0
SDF,7,4,6,4,AA,DFW,6,30,0
BOS,7,1,9,1,B6,BWI,9,30,0
ORD,7,17,14,3,MQ,BNA,11,30,0
ORD,7,27,10,6,MQ,BDL,9,29,0
LGA,7,11,17,4,US,BOS,6,29,0
PVD,7,18,13,4,WN,BWI,7,29,0
ATL,7,3,13,3,DL,RDU,9,29,0
IAH,7,7,9,7,OO,ONT,5,29,0
ATL,7,25,9,4,DL,IND,5,29,0
DCA,7,9,8,2,US,LGA,0,29,0
DTW,7,7,21,7,DL,BDL,11,30,0
IAH,7,8,13,1,UA,FLL,0,30,0
SAN,7,1,21,1,WN,LAS,0,29,0
RDU,7,6,8,6,9E,BWI,3,30,0
MSP,7,18,7,4,DL,MKE,10,30,0
PVD,7,28,10,7,YV,IAD,3,29,0
PHL,7,28,17,7,US,PDX,7,29,0
MSP,7,5,7,5,AA,ORD,9,29,0
DTW,7,12,8,5,DL,SFO,9,30,0
MCO,7,18,14,4,B6,BOS,9,30,0
BDL,7,10,12,3,DL,ATL,14,29,0
PIT,7,18,15,4,US,CLT,7,30,0
LAX,7,1,12,1,WN,STL,8,29,0
ATL,7,11,21,4,DL,FLL,0,29,0
PDX,7,2,13,2,UA,SFO,7,30,0
MSY,7,1,12,1,WN,DAL,7,29,0
JFK,7,3,20,3,B6,MCO,8,29,0
LAX,7,21,7,7,OO,LAS,0,29,0
MCO,7,1,15,1,DL,ATL,24,29,0
ATL,7,23,9,2,AS,SEA,6,29,0
